年齢,学歴,職業,人種,性別,週労働時間,出身国,収入
31, Masters, Prof-specialty, White, Male,30, United-States, <=50K
22, HS-grad, Farming-fishing, White, Male,20, United-States, <=50K
67, HS-grad, Transport-moving, White, Male,60, United-States, <=50K
63, HS-grad, Other-service, White, Female,24, United-States, <=50K
31, HS-grad, Machine-op-inspct, White, Male,40, United-States, >50K
17, 11th, Prof-specialty, White, Male,40, United-States, <=50K
41, HS-grad, Transport-moving, Black, Male,40, United-States, <=50K
53, 7th-8th, Transport-moving, White, Male,38, United-States, <=50K
44, Some-college, Protective-serv, Black, Male,99, United-States, <=50K
24, Bachelors, Farming-fishing, White, Male,40, United-States, <=50K
35, Assoc-voc, Tech-support, White, Male,35, United-States, <=50K
61, Some-college, Tech-support, White, Female,40, United-States, >50K
31, Assoc-acdm, Prof-specialty, Asian-Pac-Islander, Female,40, Philippines, <=50K
44, Bachelors, Tech-support, White, Male,40, United-States, >50K
56, HS-grad, Sales, White, Male,36, United-States, >50K
66, Assoc-acdm, Adm-clerical, White, Female,40, United-States, <=50K
45, Some-college, Craft-repair, Asian-Pac-Islander, Male,40, Vietnam, <=50K
69, Bachelors, Prof-specialty, White, Male,45, United-States, >50K
64, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
38, HS-grad, Adm-clerical, White, Female,36, United-States, >50K
43, Some-college, Craft-repair, Black, Male,40, United-States, <=50K
37, HS-grad, Craft-repair, White, Male,49, United-States, <=50K
19, HS-grad, Adm-clerical, White, Female,16, United-States, <=50K
59, HS-grad, Exec-managerial, White, Male,40, United-States, <=50K
50, Some-college, Adm-clerical, White, Male,40, United-States, <=50K
33, Bachelors, Exec-managerial, White, Male,50, United-States, >50K
56, Some-college, Tech-support, White, Male,45, United-States, >50K
28, Assoc-voc, Sales, White, Male,40, United-States, <=50K
27, HS-grad, Adm-clerical, White, Female,34, United-States, <=50K
34, HS-grad, Other-service, White, Male,40, United-States, <=50K
19, 11th, Sales, White, Male,30, United-States, <=50K
68, HS-grad, Exec-managerial, White, Male,40, United-States, >50K
28, Masters, Prof-specialty, White, Male,38, United-States, >50K
22, HS-grad, Farming-fishing, White, Male,40, United-States, <=50K
58, Assoc-acdm, Adm-clerical, White, Female,40, United-States, <=50K
31, Some-college, Machine-op-inspct, White, Female,25, United-States, <=50K
17, 11th, Protective-serv, White, Male,30, United-States, <=50K
25, Some-college, Transport-moving, White, Male,50, United-States, >50K
23, Some-college, Other-service, Asian-Pac-Islander, Female,23, United-States, <=50K
25, 12th, Other-service, White, Male,40, United-States, <=50K
47, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
39, Bachelors, Exec-managerial, White, Female,60, United-States, >50K
44, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
46, Assoc-voc, Prof-specialty, White, Male,40, United-States, >50K
38, Some-college, Farming-fishing, White, Male,35, United-States, <=50K
23, HS-grad, Machine-op-inspct, White, Male,30, United-States, <=50K
34, Bachelors, Prof-specialty, White, Female,35, United-States, <=50K
33, HS-grad, Craft-repair, White, Male,40, United-States, >50K
38, HS-grad, Other-service, White, Female,20, United-States, <=50K
52, Assoc-voc, Exec-managerial, White, Male,40, United-States, <=50K
50, HS-grad, Sales, White, Female,33, United-States, <=50K
38, Bachelors, Sales, White, Female,45, United-States, >50K
35, Bachelors, Other-service, White, Male,40, United-States, <=50K
67, Doctorate, Prof-specialty, White, Male,35, United-States, >50K
60, HS-grad, Machine-op-inspct, White, Male,40, United-States, >50K
44, HS-grad, Sales, White, Female,15, United-States, <=50K
38, HS-grad, Farming-fishing, White, Male,50, United-States, <=50K
29, HS-grad, Prof-specialty, White, Male,40, United-States, >50K
65, Masters, Prof-specialty, White, Male,50, United-States, >50K
33, Assoc-acdm, Adm-clerical, White, Female,40, United-States, <=50K
18, 11th, Sales, White, Female,30, United-States, <=50K
43, Prof-school, Exec-managerial, White, Male,40, United-States, <=50K
42, Assoc-voc, Exec-managerial, Amer-Indian-Eskimo, Female,40, United-States, <=50K
42, HS-grad, Transport-moving, White, Male,40, United-States, <=50K
32, HS-grad, Handlers-cleaners, White, Male,30, United-States, <=50K
36, Assoc-acdm, Tech-support, White, Female,40, United-States, <=50K
41, Bachelors, Farming-fishing, White, Male,40, United-States, >50K
30, Some-college, Other-service, White, Female,40, United-States, <=50K
21, HS-grad, Other-service, White, Male,35, United-States, <=50K
33, Some-college, Transport-moving, Black, Male,40, United-States, >50K
19, HS-grad, Handlers-cleaners, White, Male,25, United-States, <=50K
35, HS-grad, Transport-moving, White, Male,40, United-States, <=50K
43, HS-grad, Tech-support, Black, Female,35, United-States, <=50K
45, HS-grad, Transport-moving, Black, Male,24, United-States, <=50K
25, Bachelors, Exec-managerial, Black, Male,50, United-States, <=50K
39, Bachelors, Exec-managerial, White, Male,40, United-States, <=50K
26, HS-grad, Handlers-cleaners, White, Male,40, United-States, <=50K
60, Masters, Transport-moving, White, Male,10, United-States, <=50K
52, Doctorate, Prof-specialty, White, Female,40, United-States, >50K
22, 12th, Transport-moving, White, Male,30, United-States, <=50K
23, Some-college, Other-service, White, Female,40, United-States, <=50K
46, HS-grad, Other-service, White, Female,40, United-States, <=50K
34, Bachelors, Sales, White, Male,30, United-States, <=50K
39, Bachelors, Prof-specialty, White, Male,50, United-States, >50K
38, HS-grad, Prof-specialty, White, Female,40, United-States, <=50K
56, Masters, Exec-managerial, White, Male,25, United-States, <=50K
55, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
40, Some-college, Exec-managerial, White, Female,40, United-States, >50K
23, Some-college, Machine-op-inspct, White, Male,40, United-States, <=50K
39, Bachelors, Adm-clerical, White, Male,40, United-States, <=50K
24, Bachelors, Sales, Black, Male,30, United-States, <=50K
51, HS-grad, Sales, White, Male,40, United-States, >50K
47, Bachelors, Exec-managerial, White, Male,50, Cuba, >50K
25, HS-grad, Farming-fishing, White, Male,50, United-States, <=50K
34, Prof-school, Prof-specialty, White, Male,55, United-States, >50K
18, 11th, Sales, Black, Female,20, United-States, <=50K
19, Some-college, Exec-managerial, White, Female,28, United-States, <=50K
32, Some-college, Craft-repair, White, Male,40, United-States, <=50K
49, HS-grad, Sales, White, Male,40, United-States, >50K
43, HS-grad, Craft-repair, White, Male,55, United-States, <=50K
71, Masters, Exec-managerial, White, Male,40, United-States, >50K
59, HS-grad, Adm-clerical, White, Male,40, United-States, <=50K
32, Bachelors, Exec-managerial, White, Female,40, United-States, >50K
25, Bachelors, Exec-managerial, White, Male,40, United-States, <=50K
32, HS-grad, Exec-managerial, White, Male,40, Ireland, <=50K
17, 11th, Handlers-cleaners, Black, Female,15, United-States, <=50K
57, Prof-school, Prof-specialty, White, Male,35, United-States, >50K
17, 12th, Handlers-cleaners, White, Male,15, United-States, <=50K
27, Bachelors, Tech-support, Asian-Pac-Islander, Female,40, Philippines, <=50K
41, HS-grad, Protective-serv, White, Male,40, United-States, <=50K
19, 11th, Sales, White, Female,25, United-States, <=50K
41, 5th-6th, Other-service, White, Female,40, Puerto-Rico, <=50K
39, Bachelors, Exec-managerial, White, Male,50, United-States, >50K
30, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
37, Bachelors, Machine-op-inspct, White, Male,40, United-States, >50K
18, 11th, Adm-clerical, White, Female,15, United-States, <=50K
40, Bachelors, Sales, White, Male,45, United-States, >50K
38, Some-college, Sales, White, Male,60, Cuba, >50K
24, HS-grad, Sales, White, Male,40, United-States, <=50K
33, HS-grad, Craft-repair, White, Male,50, United-States, <=50K
48, Bachelors, Handlers-cleaners, White, Male,40, United-States, <=50K
51, Bachelors, Sales, White, Male,40, United-States, >50K
48, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
43, 7th-8th, Craft-repair, White, Male,45, United-States, <=50K
34, Prof-school, Exec-managerial, White, Male,50, United-States, <=50K
41, Assoc-voc, Craft-repair, White, Male,30, United-States, <=50K
51, Prof-school, Prof-specialty, White, Male,60, United-States, >50K
25, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
20, HS-grad, Other-service, White, Male,50, United-States, <=50K
61, HS-grad, Exec-managerial, White, Male,45, United-States, <=50K
35, Some-college, Exec-managerial, White, Female,70, United-States, <=50K
42, Masters, Prof-specialty, White, Female,40, United-States, <=50K
26, HS-grad, Other-service, White, Male,16, United-States, <=50K
46, HS-grad, Other-service, White, Male,50, United-States, <=50K
39, Bachelors, Prof-specialty, White, Male,40, United-States, >50K
29, Some-college, Sales, Black, Male,80, United-States, <=50K
39, Some-college, Craft-repair, White, Male,40, United-States, >50K
47, HS-grad, Craft-repair, White, Male,40, United-States, >50K
40, Some-college, Transport-moving, White, Male,50, United-States, >50K
43, HS-grad, Craft-repair, White, Male,40, United-States, >50K
32, HS-grad, Handlers-cleaners, White, Male,40, United-States, <=50K
31, 10th, Sales, White, Female,40, United-States, <=50K
44, Assoc-acdm, Adm-clerical, White, Male,40, United-States, >50K
46, Bachelors, Protective-serv, White, Male,40, United-States, >50K
53, Masters, Prof-specialty, White, Male,50, United-States, >50K
43, Bachelors, Exec-managerial, White, Male,40, United-States, <=50K
41, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
35, HS-grad, Other-service, Black, Male,40, United-States, <=50K
48, Bachelors, Sales, White, Male,45, United-States, <=50K
28, Masters, Exec-managerial, White, Female,40, United-States, <=50K
44, Bachelors, Prof-specialty, White, Female,32, United-States, <=50K
51, Prof-school, Prof-specialty, White, Female,40, United-States, <=50K
28, HS-grad, Transport-moving, White, Male,50, United-States, <=50K
36, Bachelors, Craft-repair, White, Male,60, United-States, <=50K
28, HS-grad, Other-service, White, Male,35, United-States, <=50K
21, Some-college, Sales, White, Male,40, United-States, <=50K
36, Some-college, Craft-repair, White, Male,40, United-States, <=50K
31, HS-grad, Prof-specialty, White, Male,43, United-States, <=50K
44, HS-grad, Farming-fishing, White, Male,60, United-States, <=50K
49, 11th, Handlers-cleaners, White, Male,40, United-States, <=50K
40, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
64, Doctorate, Prof-specialty, Asian-Pac-Islander, Male,40, China, >50K
54, Masters, Prof-specialty, White, Male,40, United-States, >50K
27, Some-college, Sales, Asian-Pac-Islander, Male,55, South, <=50K
18, Some-college, Other-service, White, Female,20, United-States, <=50K
68, 9th, Craft-repair, Black, Male,44, United-States, <=50K
64, Doctorate, Prof-specialty, White, Male,80, United-States, >50K
36, HS-grad, Transport-moving, Amer-Indian-Eskimo, Male,40, United-States, <=50K
21, HS-grad, Farming-fishing, White, Male,24, United-States, <=50K
22, Some-college, Craft-repair, White, Male,30, United-States, <=50K
61, Bachelors, Prof-specialty, White, Male,40, United-States, <=50K
24, Some-college, Sales, White, Male,10, Greece, <=50K
49, Bachelors, Prof-specialty, White, Male,50, United-States, >50K
25, Some-college, Priv-house-serv, White, Female,30, El-Salvador, <=50K
29, Some-college, Prof-specialty, White, Male,45, United-States, <=50K
22, HS-grad, Sales, Black, Female,40, United-States, <=50K
57, Some-college, Prof-specialty, Amer-Indian-Eskimo, Male,40, United-States, <=50K
41, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
29, HS-grad, Craft-repair, White, Male,40, United-States, >50K
20, Some-college, Adm-clerical, Black, Female,35, United-States, <=50K
47, Prof-school, Sales, White, Male,45, United-States, >50K
22, HS-grad, Exec-managerial, White, Female,55, United-States, <=50K
59, Assoc-voc, Prof-specialty, White, Male,50, United-States, >50K
42, Masters, Adm-clerical, Amer-Indian-Eskimo, Male,40, United-States, >50K
64, Some-college, Prof-specialty, White, Female,35, United-States, <=50K
29, HS-grad, Other-service, Black, Male,40, United-States, <=50K
25, Some-college, Craft-repair, White, Male,20, United-States, <=50K
62, Some-college, Exec-managerial, White, Female,40, United-States, <=50K
44, Masters, Exec-managerial, White, Male,45, United-States, >50K
21, HS-grad, Other-service, White, Female,40, United-States, <=50K
60, Some-college, Prof-specialty, White, Male,40, United-States, >50K
46, 10th, Machine-op-inspct, Black, Male,40, United-States, <=50K
44, Bachelors, Tech-support, White, Male,40, United-States, >50K
21, HS-grad, Other-service, White, Female,19, United-States, <=50K
18, 11th, Handlers-cleaners, White, Male,18, United-States, <=50K
39, Bachelors, Prof-specialty, White, Female,32, United-States, <=50K
33, Masters, Prof-specialty, White, Male,45, United-States, >50K
63, 1st-4th, Transport-moving, White, Male,40, United-States, <=50K
52, HS-grad, Protective-serv, White, Male,52, United-States, >50K
17, 9th, Sales, Black, Male,22, United-States, <=50K
45, Prof-school, Prof-specialty, White, Male,50, United-States, >50K
31, HS-grad, Sales, White, Male,40, United-States, <=50K
35, Some-college, Tech-support, White, Male,40, United-States, <=50K
31, HS-grad, Machine-op-inspct, White, Male,40, United-States, >50K
51, Some-college, Prof-specialty, White, Female,40, United-States, <=50K
48, HS-grad, Craft-repair, White, Male,60, United-States, <=50K
28, HS-grad, Handlers-cleaners, Amer-Indian-Eskimo, Male,40, United-States, <=50K
38, Some-college, Adm-clerical, White, Female,40, Columbia, <=50K
43, Bachelors, Prof-specialty, White, Male,40, United-States, >50K
30, HS-grad, Handlers-cleaners, White, Male,40, United-States, <=50K
24, 12th, Sales, White, Male,55, United-States, <=50K
46, Bachelors, Exec-managerial, White, Male,60, United-States, >50K
50, 10th, Transport-moving, White, Male,60, United-States, <=50K
22, HS-grad, Other-service, White, Male,35, United-States, <=50K
18, HS-grad, Adm-clerical, Black, Male,15, United-States, <=50K
53, Bachelors, Prof-specialty, White, Male,45, United-States, >50K
40, Bachelors, Prof-specialty, White, Male,44, United-States, >50K
36, Doctorate, Prof-specialty, White, Male,35, United-States, <=50K
32, Bachelors, Exec-managerial, White, Male,43, United-States, >50K
39, HS-grad, Farming-fishing, White, Male,12, United-States, <=50K
46, HS-grad, Handlers-cleaners, White, Male,40, United-States, <=50K
26, Bachelors, Adm-clerical, White, Male,42, United-States, <=50K
19, Some-college, Sales, White, Male,15, United-States, <=50K
24, HS-grad, Machine-op-inspct, White, Female,40, Ecuador, <=50K
28, Masters, Prof-specialty, White, Male,40, United-States, <=50K
25, Masters, Prof-specialty, White, Female,40, United-States, <=50K
44, Some-college, Exec-managerial, White, Male,40, United-States, >50K
